,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,link,download
1895,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895,1895,https://congchuc24h.com/de-thi-cong-chuc-tp-ho-chi-minh-mon-kien-thuc-chung-so-193/,
1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,1896,https://congchuc24h.com/de-thi-cong-chuc-tp-ho-chi-minh-mon-kien-thuc-chung-so-192/,
1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,1897,https://congchuc24h.com/de-thi-cong-chuc-tp-ho-chi-minh-mon-kien-thuc-chung-so-191/,
1898,1898,1898,1898,1898,1898,1898,1898,1898,1898,1898,1898,1898,1898,1898,1898,1898,1898,1898,https://congchuc24h.com/de-thi-cong-chuc-xa-phuong-thi-tran-mon-kien-thuc-chung-so-43/,
1899,1899,1899,1899,1899,1899,1899,1899,1899,1899,1899,1899,1899,1899,1899,1899,1899,1899,1899,https://congchuc24h.com/de-thi-cong-chuc-tp-ho-chi-minh-mon-kien-thuc-chung-so-29/,
1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,https://congchuc24h.com/de-thi-cong-chuc-tp-ho-chi-minh-mon-kien-thuc-chung-so-173/,
1901,1901,1901,1901,1901,1901,1901,1901,1901,1901,1901,1901,1901,1901,1901,1901,1901,1901,1901,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-257/,
1902,1902,1902,1902,1902,1902,1902,1902,1902,1902,1902,1902,1902,1902,1902,1902,1902,1902,1902,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-184/,
1903,1903,1903,1903,1903,1903,1903,1903,1903,1903,1903,1903,1903,1903,1903,1903,1903,1903,1903,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-kho-bac-nha-nuoc-so-247/,
1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,https://congchuc24h.com/de-thi-cong-chuc-xa-phuong-thi-tran-mon-kien-thuc-chung-so-179/,
1905,1905,1905,1905,1905,1905,1905,1905,1905,1905,1905,1905,1905,1905,1905,1905,1905,1905,1905,https://congchuc24h.com/de-thi-trac-nghiem-thue-mon-kien-thuc-chung-co-dap-an-so-267/,
1906,1906,1906,1906,1906,1906,1906,1906,1906,1906,1906,1906,1906,1906,1906,1906,1906,1906,1906,https://congchuc24h.com/de-thi-trac-nghiem-thue-mon-kien-thuc-chung-co-dap-an-so-269/,
1907,1907,1907,1907,1907,1907,1907,1907,1907,1907,1907,1907,1907,1907,1907,1907,1907,1907,1907,https://congchuc24h.com/bo-de-thi-trac-nghiem-mon-kien-thuc-chung-so-5/,
1908,1908,1908,1908,1908,1908,1908,1908,1908,1908,1908,1908,1908,1908,1908,1908,1908,1908,1908,https://congchuc24h.com/de-thi-cong-chuc-tp-ho-chi-minh-mon-kien-thuc-chung-so-11/,
1909,1909,1909,1909,1909,1909,1909,1909,1909,1909,1909,1909,1909,1909,1909,1909,1909,1909,1909,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-mam-non-so-106/,
1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,1910,https://congchuc24h.com/de-thi-trac-nghiem-thue-mon-kien-thuc-chung-co-dap-an-so-11/,
1911,1911,1911,1911,1911,1911,1911,1911,1911,1911,1911,1911,1911,1911,1911,1911,1911,1911,1911,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-225/,
1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,1912,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-122/,
1913,1913,1913,1913,1913,1913,1913,1913,1913,1913,1913,1913,1913,1913,1913,1913,1913,1913,1913,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-21/,
1914,1914,1914,1914,1914,1914,1914,1914,1914,1914,1914,1914,1914,1914,1914,1914,1914,1914,1914,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-kho-bac-nha-nuoc-so-88/,
1915,1915,1915,1915,1915,1915,1915,1915,1915,1915,1915,1915,1915,1915,1915,1915,1915,1915,1915,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-263/,
1916,1916,1916,1916,1916,1916,1916,1916,1916,1916,1916,1916,1916,1916,1916,1916,1916,1916,1916,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-204/,
1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,1917,https://congchuc24h.com/de-thi-cong-chuc-xa-phuong-thi-tran-mon-kien-thuc-chung-so-84/,
1918,1918,1918,1918,1918,1918,1918,1918,1918,1918,1918,1918,1918,1918,1918,1918,1918,1918,1918,https://congchuc24h.com/de-thi-cong-chuc-xa-phuong-thi-tran-mon-kien-thuc-chung-so-86/,
1919,1919,1919,1919,1919,1919,1919,1919,1919,1919,1919,1919,1919,1919,1919,1919,1919,1919,1919,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-53/,
1920,1920,1920,1920,1920,1920,1920,1920,1920,1920,1920,1920,1920,1920,1920,1920,1920,1920,1920,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-206/,
1921,1921,1921,1921,1921,1921,1921,1921,1921,1921,1921,1921,1921,1921,1921,1921,1921,1921,1921,https://congchuc24h.com/de-thi-trac-nghiem-thue-mon-kien-thuc-chung-co-dap-an-so-263/,
1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,1922,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-141/,
1923,1923,1923,1923,1923,1923,1923,1923,1923,1923,1923,1923,1923,1923,1923,1923,1923,1923,1923,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-95/,
1924,1924,1924,1924,1924,1924,1924,1924,1924,1924,1924,1924,1924,1924,1924,1924,1924,1924,1924,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-mam-non-so-185/,
1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-kho-bac-nha-nuoc-so-47/,
1926,1926,1926,1926,1926,1926,1926,1926,1926,1926,1926,1926,1926,1926,1926,1926,1926,1926,1926,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-kho-bac-nha-nuoc-so-71/,
1927,1927,1927,1927,1927,1927,1927,1927,1927,1927,1927,1927,1927,1927,1927,1927,1927,1927,1927,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-kho-bac-nha-nuoc-so-73/,
1928,1928,1928,1928,1928,1928,1928,1928,1928,1928,1928,1928,1928,1928,1928,1928,1928,1928,1928,https://congchuc24h.com/de-thi-trac-nghiem-thue-mon-kien-thuc-chung-co-dap-an-so-40/,
1929,1929,1929,1929,1929,1929,1929,1929,1929,1929,1929,1929,1929,1929,1929,1929,1929,1929,1929,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-mam-non-so-86/,
1930,1930,1930,1930,1930,1930,1930,1930,1930,1930,1930,1930,1930,1930,1930,1930,1930,1930,1930,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-kho-bac-nha-nuoc-so-293/,
1931,1931,1931,1931,1931,1931,1931,1931,1931,1931,1931,1931,1931,1931,1931,1931,1931,1931,1931,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-mam-non-so-57/,
1932,1932,1932,1932,1932,1932,1932,1932,1932,1932,1932,1932,1932,1932,1932,1932,1932,1932,1932,https://congchuc24h.com/de-thi-trac-nghiem-thue-mon-kien-thuc-chung-co-dap-an-so-292/,
1933,1933,1933,1933,1933,1933,1933,1933,1933,1933,1933,1933,1933,1933,1933,1933,1933,1933,1933,https://congchuc24h.com/de-thi-trac-nghiem-thue-mon-kien-thuc-chung-co-dap-an-so-294/,
1934,1934,1934,1934,1934,1934,1934,1934,1934,1934,1934,1934,1934,1934,1934,1934,1934,1934,1934,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-287/,
1935,1935,1935,1935,1935,1935,1935,1935,1935,1935,1935,1935,1935,1935,1935,1935,1935,1935,1935,https://congchuc24h.com/de-thi-cong-chuc-xa-phuong-thi-tran-mon-kien-thuc-chung-so-11/,
1936,1936,1936,1936,1936,1936,1936,1936,1936,1936,1936,1936,1936,1936,1936,1936,1936,1936,1936,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-76/,
1937,1937,1937,1937,1937,1937,1937,1937,1937,1937,1937,1937,1937,1937,1937,1937,1937,1937,1937,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-78/,
1938,1938,1938,1938,1938,1938,1938,1938,1938,1938,1938,1938,1938,1938,1938,1938,1938,1938,1938,https://congchuc24h.com/de-thi-cong-chuc-tp-ho-chi-minh-mon-kien-thuc-chung-so-161/,
1939,1939,1939,1939,1939,1939,1939,1939,1939,1939,1939,1939,1939,1939,1939,1939,1939,1939,1939,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-150/,
1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-57/,
1941,1941,1941,1941,1941,1941,1941,1941,1941,1941,1941,1941,1941,1941,1941,1941,1941,1941,1941,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-59/,
1942,1942,1942,1942,1942,1942,1942,1942,1942,1942,1942,1942,1942,1942,1942,1942,1942,1942,1942,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-190/,
1943,1943,1943,1943,1943,1943,1943,1943,1943,1943,1943,1943,1943,1943,1943,1943,1943,1943,1943,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-kho-bac-nha-nuoc-so-74/,
1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,1944,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-kho-bac-nha-nuoc-so-215/,
1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,1945,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-kho-bac-nha-nuoc-so-278/,
1946,1946,1946,1946,1946,1946,1946,1946,1946,1946,1946,1946,1946,1946,1946,1946,1946,1946,1946,https://congchuc24h.com/de-thi-trac-nghiem-ve-luat-to-chuc-chinh-quyen-dia-phuong-co-dap-an-so-33/,
1947,1947,1947,1947,1947,1947,1947,1947,1947,1947,1947,1947,1947,1947,1947,1947,1947,1947,1947,https://congchuc24h.com/de-thi-trac-nghiem-ve-luat-to-chuc-chinh-quyen-dia-phuong-co-dap-an-so-35/,
1948,1948,1948,1948,1948,1948,1948,1948,1948,1948,1948,1948,1948,1948,1948,1948,1948,1948,1948,https://congchuc24h.com/de-thi-trac-nghiem-thue-mon-kien-thuc-chung-co-dap-an-so-158/,
1949,1949,1949,1949,1949,1949,1949,1949,1949,1949,1949,1949,1949,1949,1949,1949,1949,1949,1949,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-242/,
1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,1950,https://congchuc24h.com/de-thi-trac-nghiem-thue-mon-kien-thuc-chung-co-dap-an-so-152/,
1951,1951,1951,1951,1951,1951,1951,1951,1951,1951,1951,1951,1951,1951,1951,1951,1951,1951,1951,https://congchuc24h.com/de-thi-trac-nghiem-thue-mon-kien-thuc-chung-co-dap-an-so-154/,
1952,1952,1952,1952,1952,1952,1952,1952,1952,1952,1952,1952,1952,1952,1952,1952,1952,1952,1952,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-kho-bac-nha-nuoc-so-288/,
1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,1953,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-kho-bac-nha-nuoc-so-210/,
1954,1954,1954,1954,1954,1954,1954,1954,1954,1954,1954,1954,1954,1954,1954,1954,1954,1954,1954,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-83/,
1955,1955,1955,1955,1955,1955,1955,1955,1955,1955,1955,1955,1955,1955,1955,1955,1955,1955,1955,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-kho-bac-nha-nuoc-so-19/,
1956,1956,1956,1956,1956,1956,1956,1956,1956,1956,1956,1956,1956,1956,1956,1956,1956,1956,1956,https://congchuc24h.com/de-thi-cong-chuc-xa-phuong-thi-tran-mon-kien-thuc-chung-so-134/,
1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,1957,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-mam-non-so-32/,
1958,1958,1958,1958,1958,1958,1958,1958,1958,1958,1958,1958,1958,1958,1958,1958,1958,1958,1958,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-kho-bac-nha-nuoc-so-55/,
1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-kho-bac-nha-nuoc-so-79/,
1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,1960,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-kho-bac-nha-nuoc-so-35/,
1961,1961,1961,1961,1961,1961,1961,1961,1961,1961,1961,1961,1961,1961,1961,1961,1961,1961,1961,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-kho-bac-nha-nuoc-so-37/,
1962,1962,1962,1962,1962,1962,1962,1962,1962,1962,1962,1962,1962,1962,1962,1962,1962,1962,1962,https://congchuc24h.com/de-thi-cong-chuc-tp-ho-chi-minh-mon-kien-thuc-chung-so-74/,
1963,1963,1963,1963,1963,1963,1963,1963,1963,1963,1963,1963,1963,1963,1963,1963,1963,1963,1963,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-166/,
1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,1964,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-161/,
1965,1965,1965,1965,1965,1965,1965,1965,1965,1965,1965,1965,1965,1965,1965,1965,1965,1965,1965,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-163/,
1966,1966,1966,1966,1966,1966,1966,1966,1966,1966,1966,1966,1966,1966,1966,1966,1966,1966,1966,https://congchuc24h.com/de-thi-cong-chuc-tp-ho-chi-minh-mon-kien-thuc-chung-so-186/,
1967,1967,1967,1967,1967,1967,1967,1967,1967,1967,1967,1967,1967,1967,1967,1967,1967,1967,1967,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-116/,
1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,1968,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-118/,
1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,https://congchuc24h.com/de-thi-cong-chuc-xa-phuong-thi-tran-mon-kien-thuc-chung-so-174/,
1970,1970,1970,1970,1970,1970,1970,1970,1970,1970,1970,1970,1970,1970,1970,1970,1970,1970,1970,https://congchuc24h.com/de-thi-cong-chuc-xa-phuong-thi-tran-mon-kien-thuc-chung-so-176/,
1971,1971,1971,1971,1971,1971,1971,1971,1971,1971,1971,1971,1971,1971,1971,1971,1971,1971,1971,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-209/,
1972,1972,1972,1972,1972,1972,1972,1972,1972,1972,1972,1972,1972,1972,1972,1972,1972,1972,1972,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-243/,
1973,1973,1973,1973,1973,1973,1973,1973,1973,1973,1973,1973,1973,1973,1973,1973,1973,1973,1973,https://congchuc24h.com/de-thi-cong-chuc-tp-ho-chi-minh-mon-kien-thuc-chung-so-54/,
1974,1974,1974,1974,1974,1974,1974,1974,1974,1974,1974,1974,1974,1974,1974,1974,1974,1974,1974,https://congchuc24h.com/de-thi-cong-chuc-xa-phuong-thi-tran-mon-kien-thuc-chung-so-66/,
1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,1975,https://congchuc24h.com/de-thi-cong-chuc-tp-ho-chi-minh-mon-kien-thuc-chung-so-157/,
1976,1976,1976,1976,1976,1976,1976,1976,1976,1976,1976,1976,1976,1976,1976,1976,1976,1976,1976,https://congchuc24h.com/de-thi-trac-nghiem-thue-mon-kien-thuc-chung-co-dap-an-so-236/,
1977,1977,1977,1977,1977,1977,1977,1977,1977,1977,1977,1977,1977,1977,1977,1977,1977,1977,1977,https://congchuc24h.com/de-thi-trac-nghiem-thue-mon-kien-thuc-chung-co-dap-an-so-83/,
1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,https://congchuc24h.com/de-thi-trac-nghiem-thue-mon-kien-thuc-chung-co-dap-an-so-85/,
1979,1979,1979,1979,1979,1979,1979,1979,1979,1979,1979,1979,1979,1979,1979,1979,1979,1979,1979,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-kho-bac-nha-nuoc-so-257/,
1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,1980,https://congchuc24h.com/de-thi-cong-chuc-xa-phuong-thi-tran-mon-kien-thuc-chung-so-51/,
1981,1981,1981,1981,1981,1981,1981,1981,1981,1981,1981,1981,1981,1981,1981,1981,1981,1981,1981,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-kho-bac-nha-nuoc-so-297/,
1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,1982,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-mam-non-so-144/,
1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,1983,https://congchuc24h.com/de-thi-cong-chuc-xa-phuong-thi-tran-mon-kien-thuc-chung-so-50/,
1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,1984,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-kho-bac-nha-nuoc-so-249/,
1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,https://congchuc24h.com/de-thi-cong-chuc-tp-ho-chi-minh-mon-kien-thuc-chung-so-1/,
1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,https://congchuc24h.com/de-thi-cong-chuc-tp-ho-chi-minh-mon-kien-thuc-chung-so-2/,
1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,https://congchuc24h.com/de-thi-cong-chuc-tp-ho-chi-minh-mon-kien-thuc-chung-so-174/,
1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,https://congchuc24h.com/de-thi-trac-nghiem-thue-mon-kien-thuc-chung-co-dap-an-so-174/,
1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-kho-bac-nha-nuoc-so-58/,
1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,https://congchuc24h.com/de-thi-cong-chuc-tp-ho-chi-minh-mon-kien-thuc-chung-so-3/,
1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,https://congchuc24h.com/de-thi-cong-chuc-xa-phuong-thi-tran-mon-kien-thuc-chung-so-188/,
1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,https://congchuc24h.com/de-thi-cong-chuc-xa-phuong-thi-tran-mon-kien-thuc-chung-so-67/,
1993,1993,1993,1993,1993,1993,1993,1993,1993,1993,1993,1993,1993,1993,1993,1993,1993,1993,1993,https://congchuc24h.com/de-thi-trac-nghiem-thue-mon-kien-thuc-chung-co-dap-an-so-290/,
1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,https://congchuc24h.com/de-thi-cong-chuc-tp-ho-chi-minh-mon-kien-thuc-chung-so-4/,
1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-148/,
1996,1996,1996,1996,1996,1996,1996,1996,1996,1996,1996,1996,1996,1996,1996,1996,1996,1996,1996,https://congchuc24h.com/de-thi-cong-chuc-tp-ho-chi-minh-mon-kien-thuc-chung-so-120/,
1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,https://congchuc24h.com/de-thi-cong-chuc-tp-ho-chi-minh-mon-kien-thuc-chung-so-5/,
1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,1998,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-kho-bac-nha-nuoc-so-298/,
1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,1999,https://congchuc24h.com/de-thi-trac-nghiem-thue-mon-kien-thuc-chung-co-dap-an-so-98/,
2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-mam-non-so-195/,
2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,2001,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-kho-bac-nha-nuoc-so-136/,
2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,2002,https://congchuc24h.com/de-thi-cong-chuc-tp-ho-chi-minh-mon-kien-thuc-chung-so-6/,
2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-113/,
2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,https://congchuc24h.com/de-thi-cong-chuc-xa-phuong-thi-tran-mon-kien-thuc-chung-so-17/,
2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,https://congchuc24h.com/de-thi-cong-chuc-tp-ho-chi-minh-mon-kien-thuc-chung-so-7/,
2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,https://congchuc24h.com/de-thi-cong-chuc-tp-ho-chi-minh-mon-kien-thuc-chung-so-8/,
2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-mam-non-so-192/,
2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-tieu-hoc-so-151/,
2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,https://congchuc24h.com/de-thi-trac-nghiem-kien-thuc-chung-on-thi-giao-vien-mam-non-so-157/,
2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,https://congchuc24h.com/de-thi-cong-chuc-tp-ho-chi-minh-mon-kien-thuc-chung-so-9/,
2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,https://congchuc24h.com/de-thi-cong-chuc-tp-ho-chi-minh-mon-kien-thuc-chung-so-56/,
2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,2012,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-kho-bac-nha-nuoc-so-124/,
2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,https://congchuc24h.com/de-thi-cong-chuc-tp-ho-chi-minh-mon-kien-thuc-chung-so-10/,
2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,https://congchuc24h.com/de-thi-trac-nghiem-thue-mon-kien-thuc-chung-co-dap-an-so-159/,
2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-214/,
2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,https://congchuc24h.com/de-thi-cong-chuc-xa-phuong-thi-tran-mon-kien-thuc-chung-so-123/,
2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,https://congchuc24h.com/de-thi-mon-kien-thuc-chung-on-thi-vien-chuc-so-114/,
2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,https://congchuc24h.com/de-thi-cong-chuc-tp-ho-chi-minh-mon-kien-thuc-chung-so-12/,
