,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.2,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,link,download
1552,1552,1552,1552,1552,1552,1552,1552,1552,1552,1552,1552,1552,1552,1552,1552,1552,1552,1552,1552,1552,1552,1552,1552,1552,1552,1552,https://hoc247.net/tu-lieu//bo-4-de-thi-thu-thpt-qg-nam-2021-mon-toan-truong-thpt-van-lang-doc26819.html,Yes
1553,1553,1553,1553,1553,1553,1553,1553,1553,1553,1553,1553,1553,1553,1553,1553,1553,1553,1553,1553,1553,1553,1553,1553,1553,1553,1553,https://hoc247.net/tu-lieu//bo-4-de-thi-thu-thpt-qg-nam-2021-mon-toan-truong-thpt-ho-tung-mau-doc26815.html,Yes
1554,1554,1554,1554,1554,1554,1554,1554,1554,1554,1554,1554,1554,1554,1554,1554,1554,1554,1554,1554,1554,1554,1554,1554,1554,1554,1554,https://hoc247.net/tu-lieu//bo-4-de-thi-thu-thpt-qg-nam-2021-mon-toan-truong-thpt-xuan-mai-doc26810.html,Yes
1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,https://hoc247.net/tu-lieu//bo-4-de-thi-thu-thpt-qg-nam-2021-mon-toan-truong-thpt-an-khanh-doc26793.html,Yes
1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,1556,https://hoc247.net/tu-lieu//bo-4-de-thi-thu-thpt-qg-nam-2021-mon-toan-truong-thpt-ky-anh-doc26786.html,Yes
1557,1557,1557,1557,1557,1557,1557,1557,1557,1557,1557,1557,1557,1557,1557,1557,1557,1557,1557,1557,1557,1557,1557,1557,1557,1557,1557,https://hoc247.net/tu-lieu//bo-4-de-thi-thu-thpt-qg-nam-2021-mon-toan-truong-thpt-tam-phuoc-doc26671.html,Yes
1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,https://hoc247.net/tu-lieu//bo-4-de-thi-thu-thpt-qg-nam-2021-mon-toan-truong-thpt-thien-ho-duong-doc26670.html,Yes
1559,1559,1559,1559,1559,1559,1559,1559,1559,1559,1559,1559,1559,1559,1559,1559,1559,1559,1559,1559,1559,1559,1559,1559,1559,1559,1559,https://hoc247.net/tu-lieu//bo-4-de-thi-thu-thpt-qg-nam-2021-mon-toan-truong-thpt-thanh-hoa-doc26631.html,Yes
1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,https://hoc247.net/tu-lieu//bo-4-de-thi-thu-thpt-qg-nam-2021-mon-toan-truong-thpt-thai-thuan-doc26627.html,Yes
1561,1561,1561,1561,1561,1561,1561,1561,1561,1561,1561,1561,1561,1561,1561,1561,1561,1561,1561,1561,1561,1561,1561,1561,1561,1561,1561,https://hoc247.net/tu-lieu//bo-4-de-thi-thu-thpt-qg-nam-2021-mon-toan-truong-thpt-ham-yen-doc26625.html,Yes
1562,1562,1562,1562,1562,1562,1562,1562,1562,1562,1562,1562,1562,1562,1562,1562,1562,1562,1562,1562,1562,1562,1562,1562,1562,1562,1562,https://hoc247.net/tu-lieu//bo-4-de-thi-thu-thpt-qg-nam-2021-mon-toan-truong-thpt-chau-phong-doc26619.html,Yes
1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,1563,https://hoc247.net/tu-lieu//bo-4-de-thi-thu-thpt-qg-nam-2021-mon-toan-truong-thpt-duy-tan-doc26582.html,Yes
1564,1564,1564,1564,1564,1564,1564,1564,1564,1564,1564,1564,1564,1564,1564,1564,1564,1564,1564,1564,1564,1564,1564,1564,1564,1564,1564,https://hoc247.net/tu-lieu//de-thi-minh-hoa-thptqg-mon-toan-nam-2020-bo-gd-dt-doc12920.html,Yes
1565,1565,1565,1565,1565,1565,1565,1565,1565,1565,1565,1565,1565,1565,1565,1565,1565,1565,1565,1565,1565,1565,1565,1565,1565,1565,1565,https://hoc247.net/tu-lieu//de-thi-thu-thptqg-mon-toan-lan-1-nam-2020-truong-thpt-ly-thai-to-bac-ninh-doc12752.html,Yes
1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,1566,https://hoc247.net/tu-lieu//de-thi-thu-thptqg-mon-toan-lan-1-nam-2020-truong-thpt-chuyen-thai-binh-doc12694.html,Yes
1567,1567,1567,1567,1567,1567,1567,1567,1567,1567,1567,1567,1567,1567,1567,1567,1567,1567,1567,1567,1567,1567,1567,1567,1567,1567,1567,https://hoc247.net/tu-lieu/de-thi-minh-hoa-mon-toan-thptqg-bgd-dt-nam-2019-co-loi-giai-chi-tiet-doc4253.html,Yes
1568,1568,1568,1568,1568,1568,1568,1568,1568,1568,1568,1568,1568,1568,1568,1568,1568,1568,1568,1568,1568,1568,1568,1568,1568,1568,1568,https://hoc247.net/tu-lieu/de-thi-thu-thpt-qg-nam-2019-mon-toan-trung-tam-luyen-thi-dai-hoc-khtn-dot-1-doc4902.html,Yes
1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,1569,https://hoc247.net/tu-lieu/de-thi-thu-thpt-qg-nam-2019-mon-toan-truong-thpt-chuyen-quoc-hoc-hue-lan-1-doc4755.html,Yes
1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,https://hoc247.net/tu-lieu/de-thi-thu-thpt-qg-nam-2019-mon-toan-truong-thpt-chuyen-dh-vinh-nghe-an-lan-1-doc4753.html,Yes
1571,1571,1571,1571,1571,1571,1571,1571,1571,1571,1571,1571,1571,1571,1571,1571,1571,1571,1571,1571,1571,1571,1571,1571,1571,1571,1571,https://hoc247.net/tu-lieu/de-thi-thu-thpt-qg-nam-2019-mon-toan-truong-thpt-chuyen-quang-trung-binh-phuoc-lan-2-doc4752.html,Yes
1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572,https://hoc247.net/tu-lieu/de-thi-thu-thpt-qg-nam-2019-mon-toan-so-gd-dt-yen-bai-lan-1-doc4750.html,Yes
1573,1573,1573,1573,1573,1573,1573,1573,1573,1573,1573,1573,1573,1573,1573,1573,1573,1573,1573,1573,1573,1573,1573,1573,1573,1573,1573,https://hoc247.net/tu-lieu/de-thi-thu-thpt-qg-nam-2019-mon-toan-truong-thpt-hoang-van-thu-lan-1-doc4748.html,Yes
1574,1574,1574,1574,1574,1574,1574,1574,1574,1574,1574,1574,1574,1574,1574,1574,1574,1574,1574,1574,1574,1574,1574,1574,1574,1574,1574,https://hoc247.net/tu-lieu/5-de-thi-thu-thpt-qg-mon-toan-nam-2018-doc2782.html,Yes
1575,1575,1575,1575,1575,1575,1575,1575,1575,1575,1575,1575,1575,1575,1575,1575,1575,1575,1575,1575,1575,1575,1575,1575,1575,1575,1575,https://hoc247.net/tu-lieu/de-thi-thu-thpt-qg-mon-toan-thpt-yen-lac-2-vinh-phuc-doc2770.html,Yes
1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,1576,https://hoc247.net/tu-lieu/de-thi-thu-thpt-qg-mon-toan-thpt-chuyen-le-hong-phong-nam-dinh-co-dap-an-doc2767.html,Yes
1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,1577,https://hoc247.net/tu-lieu/giai-cau-kho-trong-de-thi-thpt-qg-2017-mon-toan-co-video-hd-doc2228.html,Yes
1578,1578,1578,1578,1578,1578,1578,1578,1578,1578,1578,1578,1578,1578,1578,1578,1578,1578,1578,1578,1578,1578,1578,1578,1578,1578,1578,https://hoc247.net/tu-lieu/bo-3-de-thi-thu-thpt-mon-toan-2018-co-dap-an-doc2766.html,Yes
1579,1579,1579,1579,1579,1579,1579,1579,1579,1579,1579,1579,1579,1579,1579,1579,1579,1579,1579,1579,1579,1579,1579,1579,1579,1579,1579,https://hoc247.net/tu-lieu/de-thi-thu-thpt-quoc-gia-2018-mon-toan-co-dap-an-thpt-chuyen-quang-trung-lan-1-doc2076.html,Yes
1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,1580,https://hoc247.net/tu-lieu/de-thi-thu-mon-toan-thpt-quoc-gia-2018-co-dap-an-thpt-han-thuyen-doc2030.html,Yes
1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,1581,https://hoc247.net/tu-lieu/de-thi-thu-mon-toan-thpt-quoc-gia-2018-co-loi-giai-tap-chi-toan-hoc-tuoi-tre-lan-1-doc1936.html,Yes
1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,https://hoc247.net/tu-lieu/de-thi-thu-mon-toan-thpt-quoc-gia-2018-clb-lt-long-bien-doc1844.html,Yes
1583,1583,1583,1583,1583,1583,1583,1583,1583,1583,1583,1583,1583,1583,1583,1583,1583,1583,1583,1583,1583,1583,1583,1583,1583,1583,1583,https://hoc247.net/tu-lieu/de-thi-thu-mon-toan-thpt-quoc-gia-2018-co-loi-giai-man-ngoc-quang-doc1799.html,Yes
1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,1584,https://hoc247.net/tu-lieu/de-thi-thu-mon-toan-thpt-quoc-gia-2018-co-loi-giai-so-1-doc1748.html,Yes
1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,1585,https://hoc247.net/tu-lieu/de-thi-thptqg-2017-mon-toan-ma-102-chinh-thuc-co-loi-giai-chi-tiet-doc1154.html,Yes
1586,1586,1586,1586,1586,1586,1586,1586,1586,1586,1586,1586,1586,1586,1586,1586,1586,1586,1586,1586,1586,1586,1586,1586,1586,1586,1586,https://hoc247.net/tu-lieu/de-thi-thptqg-2017-mon-toan-ma-101-chinh-thuc-co-loi-giai-chi-tiet-doc1151.html,Yes
1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,https://hoc247.net/tu-lieu/dap-an-chinh-thuc-mon-toan-ky-thi-thpt-quoc-gia-2017-doc916.html,Yes
1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,https://hoc247.net/tu-lieu/de-thi-thpt-quoc-gia-2017-mon-toan-ma-de-102-co-dap-an-doc899.html,Yes
1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,https://hoc247.net/tu-lieu/de-thi-thpt-quoc-gia-2017-mon-toan-ma-de-101-co-dap-an-doc894.html,Yes
1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,https://hoc247.net/tu-lieu/goi-y-dap-an-24-ma-de-thi-thpt-quoc-gia-2017-mon-toan-doc892.html,Yes
1591,1591,1591,1591,1591,1591,1591,1591,1591,1591,1591,1591,1591,1591,1591,1591,1591,1591,1591,1591,1591,1591,1591,1591,1591,1591,1591,https://hoc247.net/tu-lieu/de-thi-thpt-quoc-gia-2017-mon-toan-de-chinh-thuc-co-dap-an-tham-khao-ma-de-124-doc887.html,Yes
1592,1592,1592,1592,1592,1592,1592,1592,1592,1592,1592,1592,1592,1592,1592,1592,1592,1592,1592,1592,1592,1592,1592,1592,1592,1592,1592,https://hoc247.net/tu-lieu/de-thi-thu-thpt-quoc-gia-2017-mon-toan-so-gd-va-dt-tphcm-cum-chuyen-mon-vi-co-dap-an-doc819.html,Yes
1593,1593,1593,1593,1593,1593,1593,1593,1593,1593,1593,1593,1593,1593,1593,1593,1593,1593,1593,1593,1593,1593,1593,1593,1593,1593,1593,https://hoc247.net/tu-lieu/de-thi-thu-thpt-quoc-gia-2017-mon-toan-so-gd-va-dt-tphcm-cum-v-co-dap-an-doc784.html,Yes
1594,1594,1594,1594,1594,1594,1594,1594,1594,1594,1594,1594,1594,1594,1594,1594,1594,1594,1594,1594,1594,1594,1594,1594,1594,1594,1594,https://hoc247.net/tu-lieu/giai-chi-tiet-de-tham-khao-ki-thi-thpt-quoc-gia-2017-mon-toan-bo-gd-va-dt-doc678.html,Yes
1595,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595,https://hoc247.net/tu-lieu/tuyen-tap-12-de-thi-thu-thpt-quoc-gia-2017-mon-toan-co-loi-giai-chi-tiet-nhom-latex-doc649.html,Yes
1596,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596,1596,https://hoc247.net/tu-lieu/de-thi-thu-thpt-quoc-gia-nam-2017-mon-toan-lan-5-truong-thpt-ngo-si-lien-bac-giang-doc561.html,Yes
1597,1597,1597,1597,1597,1597,1597,1597,1597,1597,1597,1597,1597,1597,1597,1597,1597,1597,1597,1597,1597,1597,1597,1597,1597,1597,1597,https://hoc247.net/tu-lieu/de-thi-thu-thpt-quoc-gia-nam-2017-mon-toan-lan-5-truong-thpt-chuyen-khtn-doc560.html,Yes
1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,https://hoc247.net/tu-lieu/de-thi-thu-thpt-quoc-gia-nam-2017-mon-toan-lan-2-so-gd-dt-ba-ria-vung-tau-doc557.html,Yes
1599,1599,1599,1599,1599,1599,1599,1599,1599,1599,1599,1599,1599,1599,1599,1599,1599,1599,1599,1599,1599,1599,1599,1599,1599,1599,1599,https://hoc247.net/tu-lieu/de-thi-thu-thpt-quoc-gia-2017-mon-toan-so-gd-va-dt-thanh-hoa-co-loi-giai-chi-tiet-doc519.html,Yes
1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,https://hoc247.net/tu-lieu/de-thi-thu-thpt-qg-2017-mon-toan-so-gd-dt-quang-ninh-lan-1-co-dap-an-doc309.html,Yes
1601,1601,1601,1601,1601,1601,1601,1601,1601,1601,1601,1601,1601,1601,1601,1601,1601,1601,1601,1601,1601,1601,1601,1601,1601,1601,1601,https://hoc247.net/tu-lieu/de-thi-thu-thpt-qg-2017-mon-toan-thpt-chuyen-ngoai-ngu-ha-noi-lan-1-co-dap-an-doc199.html,Yes
1602,1602,1602,1602,1602,1602,1602,1602,1602,1602,1602,1602,1602,1602,1602,1602,1602,1602,1602,1602,1602,1602,1602,1602,1602,1602,1602,https://hoc247.net/tu-lieu/bo-5-de-thi-thu-thpt-quoc-gia-2017-mon-toan-cac-truong-thpt-chuyen-doc140.html,Yes
1603,1603,1603,1603,1603,1603,1603,1603,1603,1603,1603,1603,1603,1603,1603,1603,1603,1603,1603,1603,1603,1603,1603,1603,1603,1603,1603,https://hoc247.net/tu-lieu/de-thi-thu-thpt-qg-2017-mon-toan-thpt-chuyen-khoa-hoc-tu-nhien-ha-noi-lan-4-co-dap-an-doc80.html,Yes
1604,1604,1604,1604,1604,1604,1604,1604,1604,1604,1604,1604,1604,1604,1604,1604,1604,1604,1604,1604,1604,1604,1604,1604,1604,1604,1604,https://hoc247.net/tu-lieu/de-thi-thu-thpt-qg-2017-mon-toan-thpt-chuyen-khoa-hoc-tu-nhien-ha-noi-lan-3-co-dap-an-doc79.html,Yes
1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,1605,https://hoc247.net/tu-lieu/de-thi-thu-thpt-qg-2017-mon-toan-thpt-chuyen-dh-su-pham-ha-noi-lan-2-co-dap-an-doc77.html,Yes
1606,1606,1606,1606,1606,1606,1606,1606,1606,1606,1606,1606,1606,1606,1606,1606,1606,1606,1606,1606,1606,1606,1606,1606,1606,1606,1606,https://hoc247.net/tu-lieu/de-thi-thu-thpt-qg-2017-mon-toan-thpt-chuyen-phan-boi-chau-nghe-an-lan-1-co-dap-an-doc76.html,Yes
1607,1607,1607,1607,1607,1607,1607,1607,1607,1607,1607,1607,1607,1607,1607,1607,1607,1607,1607,1607,1607,1607,1607,1607,1607,1607,1607,https://hoc247.net/tu-lieu/de-thi-thu-thpt-qg-2017-mon-toan-thpt-chuyen-dh-vinh-lan-2-co-dap-an-doc75.html,Yes
1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,1608,https://hoc247.net/tu-lieu/5-de-thi-thu-mon-toan-thpt-qg-2017-co-dap-an-doc56.html,Yes
1609,1609,1609,1609,1609,1609,1609,1609,1609,1609,1609,1609,1609,1609,1609,1609,1609,1609,1609,1609,1609,1609,1609,1609,1609,1609,1609,https://hoc247.net/tu-lieu//de-thi-minh-hoa-tot-nghiep-thpt-nam-2022-mon-tieng-anh-bo-gd-dt-co-dap-an-doc37837.html,Yes
1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,https://hoc247.net/tu-lieu//bo-5-de-thi-thu-thpt-qg-mon-tieng-anh-nam-2021-2022-co-dap-an-truong-thpt-quynh-tho-doc38763.html,Yes
1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,1611,https://hoc247.net/tu-lieu//bo-5-de-thi-thu-thpt-qg-mon-tieng-anh-nam-2021-2022-co-dap-an-truong-thpt-huong-son-lan-1-doc38689.html,Yes
1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,https://hoc247.net/tu-lieu//bo-5-de-thi-thu-thpt-qg-mon-tieng-anh-nam-2021-2022-co-dap-an-truong-thpt-chuyen-lam-son-doc38654.html,Yes
1613,1613,1613,1613,1613,1613,1613,1613,1613,1613,1613,1613,1613,1613,1613,1613,1613,1613,1613,1613,1613,1613,1613,1613,1613,1613,1613,https://hoc247.net/tu-lieu//bo-5-de-thi-thu-thpt-qg-mon-tieng-anh-nam-2021-2022-co-dap-an-truong-thpt-chuyen-dai-hoc-vinh-doc38651.html,Yes
1614,1614,1614,1614,1614,1614,1614,1614,1614,1614,1614,1614,1614,1614,1614,1614,1614,1614,1614,1614,1614,1614,1614,1614,1614,1614,1614,https://hoc247.net/tu-lieu//bo-5-de-thi-thu-thpt-qg-mon-tieng-anh-nam-2021-2022-co-dap-an-truong-thpt-le-thi-hong-gam-doc37867.html,Yes
1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,1615,https://hoc247.net/tu-lieu//bo-5-de-thi-thu-thpt-qg-mon-tieng-anh-nam-2021-2022-co-dap-an-truong-thpt-nguyen-trung-thien-lan-1-doc37866.html,Yes
1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,https://hoc247.net/tu-lieu//bo-5-de-thi-thu-thpt-qg-mon-tieng-anh-nam-2021-2022-co-dap-an-truong-thpt-ly-son-doc37730.html,Yes
1617,1617,1617,1617,1617,1617,1617,1617,1617,1617,1617,1617,1617,1617,1617,1617,1617,1617,1617,1617,1617,1617,1617,1617,1617,1617,1617,https://hoc247.net/tu-lieu//bo-5-de-thi-thu-thpt-qg-mon-tieng-anh-nam-2021-2022-co-dap-an-truong-thpt-ly-tu-trong-doc37726.html,Yes
1618,1618,1618,1618,1618,1618,1618,1618,1618,1618,1618,1618,1618,1618,1618,1618,1618,1618,1618,1618,1618,1618,1618,1618,1618,1618,1618,https://hoc247.net/tu-lieu//bo-5-de-thi-thu-thpt-qg-mon-tieng-anh-nam-2021-2022-co-dap-an-truong-thpt-thu-thiem-doc37661.html,Yes
1619,1619,1619,1619,1619,1619,1619,1619,1619,1619,1619,1619,1619,1619,1619,1619,1619,1619,1619,1619,1619,1619,1619,1619,1619,1619,1619,https://hoc247.net/tu-lieu//bo-5-de-thi-thu-thpt-qg-mon-tieng-anh-nam-2021-2022-co-dap-an-truong-thpt-le-van-huu-doc37653.html,Yes
1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,https://hoc247.net/tu-lieu//bo-5-de-thi-thu-thpt-qg-mon-tieng-anh-nam-2021-2022-co-dap-an-truong-thpt-nguyen-huu-huan-doc37590.html,Yes
1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,https://hoc247.net/tu-lieu//bo-5-de-thi-thu-thpt-qg-mon-tieng-anh-nam-2021-2022-co-dap-an-truong-thpt-nguyen-truong-to-doc37587.html,Yes
1622,1622,1622,1622,1622,1622,1622,1622,1622,1622,1622,1622,1622,1622,1622,1622,1622,1622,1622,1622,1622,1622,1622,1622,1622,1622,1622,https://hoc247.net/tu-lieu//bo-5-de-thi-thu-thpt-qg-mon-tieng-anh-nam-2021-2022-co-dap-an-truong-thpt-nguyen-duy-hieu-doc37531.html,Yes
1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,1623,https://hoc247.net/tu-lieu//bo-5-de-thi-thu-thpt-qg-mon-tieng-anh-nam-2021-2022-co-dap-an-truong-thpt-nguyen-binh-khiem-doc37500.html,Yes
1624,1624,1624,1624,1624,1624,1624,1624,1624,1624,1624,1624,1624,1624,1624,1624,1624,1624,1624,1624,1624,1624,1624,1624,1624,1624,1624,https://hoc247.net/tu-lieu//bo-5-de-thi-thu-thpt-qg-mon-tieng-anh-nam-2021-2022-co-dap-an-truong-thpt-tran-quoc-tuan-doc37384.html,Yes
1625,1625,1625,1625,1625,1625,1625,1625,1625,1625,1625,1625,1625,1625,1625,1625,1625,1625,1625,1625,1625,1625,1625,1625,1625,1625,1625,https://hoc247.net/tu-lieu//bo-5-de-thi-thu-thpt-qg-mon-tieng-anh-nam-2021-2022-co-dap-an-truong-thpt-duong-tu-minh-doc36773.html,Yes
1626,1626,1626,1626,1626,1626,1626,1626,1626,1626,1626,1626,1626,1626,1626,1626,1626,1626,1626,1626,1626,1626,1626,1626,1626,1626,1626,https://hoc247.net/tu-lieu//bo-5-de-thi-thu-thpt-qg-mon-tieng-anh-nam-2021-2022-co-dap-an-truong-thpt-tran-phu-doc36755.html,Yes
1627,1627,1627,1627,1627,1627,1627,1627,1627,1627,1627,1627,1627,1627,1627,1627,1627,1627,1627,1627,1627,1627,1627,1627,1627,1627,1627,https://hoc247.net/tu-lieu//bo-5-de-thi-thu-thpt-qg-mon-tieng-anh-nam-2021-2022-co-dap-an-truong-thpt-tay-do-doc36752.html,Yes
1628,1628,1628,1628,1628,1628,1628,1628,1628,1628,1628,1628,1628,1628,1628,1628,1628,1628,1628,1628,1628,1628,1628,1628,1628,1628,1628,https://hoc247.net/tu-lieu//bo-5-de-thi-thu-thpt-qg-mon-tieng-anh-nam-2021-2022-co-dap-an-truong-thpt-kim-lien-doc36741.html,Yes
1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,https://hoc247.net/tu-lieu//bo-5-de-thi-thu-thpt-qg-mon-tieng-anh-nam-2021-2022-co-dap-an-truong-thpt-ha-dong-doc36729.html,Yes
1630,1630,1630,1630,1630,1630,1630,1630,1630,1630,1630,1630,1630,1630,1630,1630,1630,1630,1630,1630,1630,1630,1630,1630,1630,1630,1630,https://hoc247.net/tu-lieu//bo-5-de-thi-thu-thpt-qg-mon-tieng-anh-nam-2021-2022-co-dap-an-truong-thpt-quyet-thang-doc36712.html,Yes
1631,1631,1631,1631,1631,1631,1631,1631,1631,1631,1631,1631,1631,1631,1631,1631,1631,1631,1631,1631,1631,1631,1631,1631,1631,1631,1631,https://hoc247.net/tu-lieu//bo-5-de-thi-thu-thpt-qg-mon-tieng-anh-nam-2021-2022-co-dap-an-truong-thpt-nguyen-van-thoai-doc36704.html,Yes
1632,1632,1632,1632,1632,1632,1632,1632,1632,1632,1632,1632,1632,1632,1632,1632,1632,1632,1632,1632,1632,1632,1632,1632,1632,1632,1632,https://hoc247.net/tu-lieu//bo-5-de-thi-thu-thpt-qg-nam-2021-mon-tieng-anh-truong-thpt-tran-phu-doc21859.html,Yes
