,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,link,download
1067,1067,1067,1067,1067,1067,1067,1067,1180,1180,1180,1180,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2018-mon-dia-ly-so-gd-dt-vinh-phuc-ma-so-2--ktdt3370.html,Yes
1068,1068,1068,1068,1068,1068,1068,1068,1181,1181,1181,1181,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2018-mon-dia-ly-so-gd-dt-vinh-phuc-ma-so-1--ktdt3369.html,Yes
1069,1069,1069,1069,1069,1069,1069,1069,1182,1182,1182,1182,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2018-mon-dia-ly-thpt-pham-cong-binh-vinh-phuc-ktdt3358.html,Yes
1070,1070,1070,1070,1070,1070,1070,1070,1183,1183,1183,1183,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2018-mon-dia-ly-thpt-quang-xuong-thanh-hoa-ktdt3356.html,Yes
1071,1071,1071,1071,1071,1071,1071,1071,1184,1184,1184,1184,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2018-mon-dia-ly-thpt-chuyen-luong-van-tuy-lan-2-ktdt3345.html,Yes
1072,1072,1072,1072,1072,1072,1072,1072,1185,1185,1185,1185,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2018-mon-dia-ly-thpt-le-xoay-vinh-phuc-ktdt3342.html,Yes
1073,1073,1073,1073,1073,1073,1073,1073,1186,1186,1186,1186,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2018-mon-dia-ly-thpt-doi-can-vinh-phuc-lan-2-ktdt3335.html,Yes
1074,1074,1074,1074,1074,1074,1074,1074,1187,1187,1187,1187,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2018-mon-dia-ly-thpt-doi-can-vinh-phuc-lan-1-ktdt3332.html,Yes
1075,1075,1075,1075,1075,1075,1075,1075,1188,1188,1188,1188,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2018-mon-dia-ly-so-gd-dt-hung-yen-ktdt3267.html,Yes
1076,1076,1076,1076,1076,1076,1076,1076,1189,1189,1189,1189,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2018-mon-dia-ly-thpt-han-thuyen-bac-ninh-ktdt3260.html,Yes
1077,1077,1077,1077,1077,1077,1077,1077,1190,1190,1190,1190,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2018-dia-ly-thpt-chuyen-thai-binh-lan-1-ktdt3176.html,Yes
1078,1078,1078,1078,1078,1078,1078,1078,1191,1191,1191,1191,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2018-dia-ly-thpt-nguyen-viet-xuan-vinh-phuc-lan-2-ktdt3162.html,Yes
1079,1079,1079,1079,1079,1079,1079,1079,1192,1192,1192,1192,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2018-dia-ly-thpt-nguyen-viet-xuan-vinh-phuc-lan-1-ktdt3160.html,Yes
1080,1080,1080,1080,1080,1080,1080,1080,1193,1193,1193,1193,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2018-mon-dia-ly-thpt-chuyen-lam-son-thanh-hoa-ktdt3155.html,Yes
1081,1081,1081,1081,1081,1081,1081,1081,1194,1194,1194,1194,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2018-mon-dia-ly-thpt-chuyen-ha-long-ktdt3138.html,Yes
1082,1082,1082,1082,1082,1082,1082,1082,1195,1195,1195,1195,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2018-mon-dia-ly-so-gd-dt-bac-ninh-ktdt3133.html,Yes
1083,1083,1083,1083,1083,1083,1083,1083,1196,1196,1196,1196,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2018-mon-dia-ly-thpt-tran-phu-hai-phong-ktdt3125.html,Yes
1084,1084,1084,1084,1084,1084,1084,1084,1197,1197,1197,1197,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2018-mon-dia-ly-thpt-chuyen-quoc-hoc-hue-ktdt3105.html,Yes
1085,1085,1085,1085,1085,1085,1085,1085,1198,1198,1198,1198,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2018-dia-ly-thpt-chuyen-thai-binh-lan-2-ktdt3177.html,Yes
1086,1086,1086,1086,1086,1086,1086,1086,1199,1199,1199,1199,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2018-dia-ly-thpt-chuyen-tran-phu-hung-yen-lan-1-ktdt3188.html,Yes
1087,1087,1087,1087,1087,1087,1087,1087,1200,1200,1200,1200,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2018-mon-dia-ly-thpt-chuyen-le-quy-don-dien-bien-ktdt3255.html,Yes
1088,1088,1088,1088,1088,1088,1088,1088,1201,1201,1201,1201,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2018-mon-dia-ly-thpt-chuyen-hoang-van-thu-ktdt3249.html,Yes
1089,1089,1089,1089,1089,1089,1089,1089,1202,1202,1202,1202,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2018-mon-dia-ly-thpt-chuyen-luong-van-chanh-phu-yen-ktdt3238.html,Yes
1090,1090,1090,1090,1090,1090,1090,1090,1203,1203,1203,1203,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2018-dia-ly-thpt-chuyen-bien-hoa-ha-nam-ktdt3229.html,Yes
1091,1091,1091,1091,1091,1091,1091,1091,1204,1204,1204,1204,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2018-dia-ly-thpt-chuyen-phan-boi-chau-nghe-an-ktdt3217.html,Yes
1092,1092,1092,1092,1092,1092,1092,1092,1205,1205,1205,1205,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2018-mon-dia-ly-thpt-chuyen-bac-ninh-lan-thu-2-ktdt3213.html,Yes
1093,1093,1093,1093,1093,1093,1093,1093,1206,1206,1206,1206,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2018-dia-ly-thpt-chuyen-bac-giang-ktdt3201.html,Yes
1094,1094,1094,1094,1094,1094,1094,1094,1207,1207,1207,1207,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2018-dia-ly-thpt-nguyen-trai-thanh-hoa-ktdt3192.html,Yes
1095,1095,1095,1095,1095,1095,1095,1095,1208,1208,1208,1208,http://hoc247.net/thi-online-de-thi-thpt-qg-nam-2018-mon-dia-ly-ma-de-302--ktdt3378.html,Yes
1096,1096,1096,1096,1096,1096,1096,1096,1209,1209,1209,1209,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2022-mon-gdcd-truong-thpt-nguyen-cong-tru-ktdt15411.html,Yes
1097,1097,1097,1097,1097,1097,1097,1097,1210,1210,1210,1210,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2022-mon-gdcd-truong-thpt-ngo-quyen-ktdt15410.html,Yes
1098,1098,1098,1098,1098,1098,1098,1098,1211,1211,1211,1211,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2022-mon-gdcd-truong-thpt-pham-van-dong-ktdt15409.html,Yes
1099,1099,1099,1099,1099,1099,1099,1099,1212,1212,1212,1212,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2022-mon-gdcd-truong-thpt-ngo-gia-thieu-ktdt15386.html,Die
1100,1100,1100,1100,1100,1100,1100,1100,1213,1213,1213,1213,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2022-mon-gdcd-truong-thpt-hoang-van-thu-ktdt15377.html,Yes
1101,1101,1101,1101,1101,1101,1101,1101,1214,1214,1214,1214,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2022-mon-gdcd-truong-thpt-lieu-son-ktdt15374.html,Yes
1102,1102,1102,1102,1102,1102,1102,1102,1215,1215,1215,1215,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2022-mon-gdcd-truong-thpt-nguyen-du-ktdt15360.html,Yes
1103,1103,1103,1103,1103,1103,1103,1103,1216,1216,1216,1216,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2022-mon-gdcd-truong-thpt-tran-quoc-tuan-ktdt15356.html,Yes
1104,1104,1104,1104,1104,1104,1104,1104,1217,1217,1217,1217,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2022-mon-gdcd-truong-thpt-van-tuong-ktdt15351.html,Yes
1105,1105,1105,1105,1105,1105,1105,1105,1218,1218,1218,1218,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2022-mon-gdcd-truong-thpt-xuan-to-ktdt15350.html,Yes
1106,1106,1106,1106,1106,1106,1106,1106,1219,1219,1219,1219,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2022-mon-gdcd-truong-thpt-hong-linh-ktdt15335.html,Yes
1107,1107,1107,1107,1107,1107,1107,1107,1220,1220,1220,1220,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2022-mon-gdcd-truong-thpt-yen-lac-1-ktdt15313.html,Yes
1108,1108,1108,1108,1108,1108,1108,1108,1221,1221,1221,1221,http://hoc247.net/toan-12/trac-nghiem-de-thi-thu-thpt-qg-nam-2022-mon-gdcd-truong-thpt-que-vo-1-l10.html,Die
1109,1109,1109,1109,1109,1109,1109,1109,1222,1222,1222,1222,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2022-mon-gdcd-truong-thpt-nguyen-thai-binh-ktdt15306.html,Die
1110,1110,1110,1110,1110,1110,1110,1110,1223,1223,1223,1223,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2022-mon-gdcd-truong-thpt-le-van-tam-ktdt15305.html,Yes
1111,1111,1111,1111,1111,1111,1111,1111,1224,1224,1224,1224,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2022-mon-gdcd-truong-thpt-thanh-loc-ktdt15304.html,Die
1112,1112,1112,1112,1112,1112,1112,1112,1225,1225,1225,1225,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2022-mon-gdcd-truong-thpt-han-thuyen-ktdt15298.html,Die
1113,1113,1113,1113,1113,1113,1113,1113,1226,1226,1226,1226,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2022-mon-gdcd-truong-thpt-tran-phu-ktdt15295.html,Yes
1114,1114,1114,1114,1114,1114,1114,1114,1227,1227,1227,1227,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2021-mon-gdcd-truong-thpt-hong-linh-ktdt9956.html,Yes
1115,1115,1115,1115,1115,1115,1115,1115,1228,1228,1228,1228,https://hoc247.net/de-thi-thu-thpt-qg-nam-2021-mon-gdcd-truong-thpt-que-vo-1-ktdt9957.html,Yes
1116,1116,1116,1116,1116,1116,1116,1116,1229,1229,1229,1229,https://hoc247.net/de-thi-thu-thpt-qg-nam-2021-mon-gdcd-truong-thpt-ly-thai-to-ktdt9958.html,Yes
1117,1117,1117,1117,1117,1117,1117,1117,1230,1230,1230,1230,https://hoc247.net/de-thi-thu-thpt-qg-nam-2021-mon-gdcd-truong-thpt-bui-thi-xuan-ktdt9959.html,Yes
1118,1118,1118,1118,1118,1118,1118,1118,1231,1231,1231,1231,https://hoc247.net/de-thi-thu-thpt-qg-nam-2021-mon-gdcd-truong-thpt-luong-the-vinh-ktdt9960.html,Yes
1119,1119,1119,1119,1119,1119,1119,1119,1232,1232,1232,1232,https://hoc247.net/de-thi-thu-thpt-qg-nam-2021-mon-gdcd-truong-thpt-nguyen-thi-minh-khai-ktdt9961.html,Yes
1120,1120,1120,1120,1120,1120,1120,1120,1233,1233,1233,1233,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2021-mon-gdcd-truong-thpt-pham-kiet-ktdt11620.html,Yes
1121,1121,1121,1121,1121,1121,1121,1121,1234,1234,1234,1234,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2021-mon-gdcd-truong-thpt-dai-mo-ktdt11586.html,Yes
1122,1122,1122,1122,1122,1122,1122,1122,1235,1235,1235,1235,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2021-mon-gdcd-truong-thpt-quang-minh-ktdt11581.html,Yes
1123,1123,1123,1123,1123,1123,1123,1123,1236,1236,1236,1236,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2021-mon-gdcd-truong-thpt-me-linh-ktdt11579.html,Yes
1124,1124,1124,1124,1124,1124,1124,1124,1237,1237,1237,1237,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2021-mon-gdcd-truong-thpt-thuong-tin-ktdt11573.html,Yes
1125,1125,1125,1125,1125,1125,1125,1125,1238,1238,1238,1238,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2021-mon-gdcd-truong-thpt-nguyen-thuong-hien-ktdt11557.html,Yes
1126,1126,1126,1126,1126,1126,1126,1126,1239,1239,1239,1239,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2021-mon-gdcd-truong-thpt-nguyen-tran-ktdt11540.html,Yes
1127,1127,1127,1127,1127,1127,1127,1127,1240,1240,1240,1240,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2021-mon-gdcd-truong-thpt-tran-quang-dieu-ktdt11539.html,Yes
1128,1128,1128,1128,1128,1128,1128,1128,1241,1241,1241,1241,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2021-mon-gdcd-truong-thpt-tra-bong-ktdt11538.html,Yes
1129,1129,1129,1129,1129,1129,1129,1129,1242,1242,1242,1242,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2021-mon-gdcd-truong-thpt-ly-tu-trong-ktdt11526.html,Yes
1130,1130,1130,1130,1130,1130,1130,1130,1243,1243,1243,1243,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2021-mon-gdcd-truong-thpt-thanh-binh-ktdt11525.html,Yes
1131,1131,1131,1131,1131,1131,1131,1131,1244,1244,1244,1244,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2021-mon-gdcd-truong-thpt-vo-thi-sau-ktdt11524.html,Yes
1132,1132,1132,1132,1132,1132,1132,1132,1245,1245,1245,1245,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2021-mon-gdcd-truong-thpt-nguyen-trung-truc-ktdt11523.html,Yes
1133,1133,1133,1133,1133,1133,1133,1133,1246,1246,1246,1246,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2021-mon-gdcd-truong-thpt-doan-thi-diem-ktdt11513.html,Yes
1134,1134,1134,1134,1134,1134,1134,1134,1247,1247,1247,1247,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2021-mon-gdcd-truong-thpt-lam-son-ktdt11508.html,Yes
1135,1135,1135,1135,1135,1135,1135,1135,1248,1248,1248,1248,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2021-mon-gdcd-truong-thpt-ton-duc-thang-ktdt11507.html,Yes
1136,1136,1136,1136,1136,1136,1136,1136,1249,1249,1249,1249,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2021-mon-gdcd-truong-thpt-ba-trieu-ktdt11497.html,Yes
1137,1137,1137,1137,1137,1137,1137,1137,1250,1250,1250,1250,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2021-mon-gdcd-truong-thpt-hai-ba-trung-ktdt11494.html,Yes
1138,1138,1138,1138,1138,1138,1138,1138,1251,1251,1251,1251,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2021-mon-gdcd-truong-thpt-kim-dong-ktdt11493.html,Yes
1139,1139,1139,1139,1139,1139,1139,1139,1252,1252,1252,1252,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2021-mon-gdcd-truong-thpt-nguyen-van-linh-ktdt11491.html,Yes
1140,1140,1140,1140,1140,1140,1140,1140,1253,1253,1253,1253,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2021-mon-gdcd-truong-thpt-le-khiet-ktdt11059.html,Yes
1141,1141,1141,1141,1141,1141,1141,1141,1254,1254,1254,1254,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2021-mon-gdcd-truong-thpt-le-lai-ktdt11058.html,Yes
1142,1142,1142,1142,1142,1142,1142,1142,1255,1255,1255,1255,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2021-mon-gdcd-truong-thpt-le-hoan-ktdt11042.html,Yes
1143,1143,1143,1143,1143,1143,1143,1143,1256,1256,1256,1256,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2021-mon-gdcd-truong-thpt-le-trong-tan-ktdt11041.html,Yes
1144,1144,1144,1144,1144,1144,1144,1144,1257,1257,1257,1257,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2021-mon-gdcd-truong-thpt-le-huu-trac-ktdt11040.html,Yes
1145,1145,1145,1145,1145,1145,1145,1145,1258,1258,1258,1258,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2021-mon-gdcd-truong-thpt-le-dai-hanh-ktdt11039.html,Yes
1146,1146,1146,1146,1146,1146,1146,1146,1259,1259,1259,1259,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2021-mon-gdcd-truong-thpt-nguyen-huu-huan-ktdt11028.html,Yes
1147,1147,1147,1147,1147,1147,1147,1147,1260,1260,1260,1260,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2021-mon-gdcd-truong-thpt-nguyen-chi-thanh-ktdt11026.html,Yes
1148,1148,1148,1148,1148,1148,1148,1148,1261,1261,1261,1261,http://hoc247.net/toan-12/trac-nghiem-de-thi-thu-thpt-qg-nam-2020-mon-gdcd-truong-thpt-ngo-gia-tu-lan-1-l10.html,Die
1149,1149,1149,1149,1149,1149,1149,1149,1262,1262,1262,1262,http://hoc247.net/toan-12/trac-nghiem-de-thi-thu-thpt-qg-nam-2020-mon-gdcd-so-gd-dt-ha-tinh-lan-1-l10.html,Die
1150,1150,1150,1150,1150,1150,1150,1150,1263,1263,1263,1263,http://hoc247.net/toan-12/trac-nghiem-de-thi-thu-thpt-qg-nam-2020-mon-gdcd-truong-thpt-truong-ptlc-ii-iii-tran-yen-2-l10.html,Die
1151,1151,1151,1151,1151,1151,1151,1151,1264,1264,1264,1264,http://hoc247.net/toan-12/trac-nghiem-de-thi-minh-hoa-thpt-qg-nam-2020-mon-gdcd-bo-gd-dt-l10.html,Die
1152,1152,1152,1152,1152,1152,1152,1152,1265,1265,1265,1265,http://hoc247.net/toan-12/trac-nghiem-de-thi-thu-thpt-qg-nam-2020-mon-gdcd-truong-thpt-thanh-mien-lan-1-l10.html,Die
1153,1153,1153,1153,1153,1153,1153,1153,1266,1266,1266,1266,https://hoc247.net/de-thi-minh-hoa-thpt-quoc-gia-nam-2019-mon-gdcd-ktdt5369.html,Die
1154,1154,1154,1154,1154,1154,1154,1154,1267,1267,1267,1267,https://hoc247.net/de-thi-thu-thpt-qg-nam-2018-2019-mon-gdcd-truong-thpt-yen-lac-vinh-phuc-lan-3-ktdt4432.html,Yes
1155,1155,1155,1155,1155,1155,1155,1155,1268,1268,1268,1268,https://hoc247.net/de-thi-thu-thpt-qg-nam-2019-mon-gdcd-truong-thpt-nguyen-trai-thanh-hoa-ktdt4347.html,Yes
1156,1156,1156,1156,1156,1156,1156,1156,1269,1269,1269,1269,https://hoc247.net/de-thi-thu-thpt-qg-nam-2019-mon-gdcd-truong-thpt-nguyen-trung-thien-ha-tinh-ktdt4317.html,Yes
1157,1157,1157,1157,1157,1157,1157,1157,1270,1270,1270,1270,https://hoc247.net/de-thi-thu-thpt-qg-nam-2019-mon-gdcd-truong-thpt-ngo-quyen-hai-phong-lan-1-ktdt4314.html,Yes
1158,1158,1158,1158,1158,1158,1158,1158,1271,1271,1271,1271,https://hoc247.net/de-thi-thu-thpt-qg-nam-2019-mon-gdcd-truong-thpt-tran-hung-dao-vinh-phuc-lan-1-ktdt4304.html,Yes
1159,1159,1159,1159,1159,1159,1159,1159,1272,1272,1272,1272,https://hoc247.net/de-thi-thu-thpt-qg-nam-2019-mon-gdcd-truong-thpt-phu-binh-thai-nguyen-ktdt4267.html,Yes
1160,1160,1160,1160,1160,1160,1160,1160,1273,1273,1273,1273,https://hoc247.net/de-thi-thu-thpt-qg-nam-2019-mon-gdcd-so-gd-dt-bac-ninh-ktdt4153.html,Yes
1161,1161,1161,1161,1161,1161,1161,1161,1274,1274,1274,1274,https://hoc247.net/de-thi-thu-thpt-qg-nam-2019-mon-gdcd-truong-thpt-le-xoay-lan-2-ktdt4054.html,Yes
1162,1162,1162,1162,1162,1162,1162,1162,1275,1275,1275,1275,https://hoc247.net/de-thi-thu-thpt-qg-nam-2019-mon-gdcd-truong-thpt-huong-khe-ktdt4050.html,Yes
1163,1163,1163,1163,1163,1163,1163,1163,1276,1276,1276,1276,https://hoc247.net/de-thi-thu-thpt-qg-nam-2019-mon-gdcd-so-gd-dt-vinh-phuc-ktdt4049.html,Yes
1164,1164,1164,1164,1164,1164,1164,1164,1277,1277,1277,1277,https://hoc247.net/de-thi-thu-thpt-qg-nam-2019-mon-gdcd-truong-thpt-lien-son-vinh-phuc-lan-3-ktdt4044.html,Yes
1165,1165,1165,1165,1165,1165,1165,1165,1278,1278,1278,1278,https://hoc247.net/de-thi-thu-thpt-qg-nam-2018-2019-mon-gdcd-truong-thpt-ly-thai-to-bac-ninh-lan-1-ktdt4002.html,Yes
1166,1166,1166,1166,1166,1166,1166,1166,1279,1279,1279,1279,https://hoc247.net/de-thi-thu-thpt-qg-nam-2019-mon-gdcd-truong-thpt-dong-dau-lan-1-ktdt3980.html,Yes
1167,1167,1167,1167,1167,1167,1167,1167,1280,1280,1280,1280,https://hoc247.net/de-thi-thu-thpt-qg-nam-2019-mon-gdcd-truong-thpt-doan-thuong-hai-duong-lan-1-ktdt3976.html,Yes
1168,1168,1168,1168,1168,1168,1168,1168,1281,1281,1281,1281,https://hoc247.net/de-thi-thu-thpt-qg-nam-2019-mon-gdcd-truong-thpt-doi-can-lan-2-ktdt3951.html,Yes
1169,1169,1169,1169,1169,1169,1169,1169,1282,1282,1282,1282,https://hoc247.net/de-thi-thu-thpt-qg-nam-2019-mon-gdcd-so-gd-dt-nghe-an-lan-1-ktdt3938.html,Yes
1170,1170,1170,1170,1170,1170,1170,1170,1283,1283,1283,1283,https://hoc247.net/de-thi-mon-gdcd-thpt-quoc-gia-2018-ma-de-307-ktdt3374.html,Yes
1171,1171,1171,1171,1171,1171,1171,1171,1284,1284,1284,1284,https://hoc247.net/de-thi-thu-thpt-qg-nam-2018-mon-gdcd-so-gd-dt-nghe-an-ma-de-324--ktdt3372.html,Yes
1172,1172,1172,1172,1172,1172,1172,1172,1285,1285,1285,1285,https://hoc247.net/de-thi-thu-thpt-qg-nam-2018-mon-gdcd-so-gd-dt-nghe-an-de-ch-n--ktdt3347.html,Yes
1173,1173,1173,1173,1173,1173,1173,1173,1286,1286,1286,1286,https://hoc247.net/de-thi-thu-thpt-qg-nam-2018-mon-gdcd-so-gd-dt-nghe-an-de-le--ktdt3341.html,Yes
1174,1174,1174,1174,1174,1174,1174,1174,1287,1287,1287,1287,https://hoc247.net/de-thi-thu-thpt-qg-nam-2018-mon-gdcd-so-11-ktdt3287.html,Yes
1175,1175,1175,1175,1175,1175,1175,1175,1288,1288,1288,1288,https://hoc247.net/de-thi-thu-thpt-qg-nam-2018-mon-gdcd-so-10-ktdt3280.html,Yes
1176,1176,1176,1176,1176,1176,1176,1176,1289,1289,1289,1289,https://hoc247.net/de-thi-thu-thpt-qg-nam-2018-mon-gdcd-so-9-ktdt3275.html,Yes
1177,1177,1177,1177,1177,1177,1177,1177,1290,1290,1290,1290,http://hoc247.net/de-thi-thu-thpt-qg-nam-2018-mon-gdcd-so-8-ktdt3265.html,Yes
1178,1178,1178,1178,1178,1178,1178,1178,1291,1291,1291,1291,https://hoc247.net/de-thi-thu-thpt-qg-nam-2018-mon-gdcd-so-7-ktdt3259.html,Yes
1179,1179,1179,1179,1179,1179,1179,1179,1292,1292,1292,1292,https://hoc247.net/de-thi-thu-thpt-qg-nam-2018-mon-gdcd-so-6-ktdt3252.html,Yes
1180,1180,1180,1180,1180,1180,1180,1180,1293,1293,1293,1293,https://hoc247.net/de-thi-thu-thpt-qg-nam-2018-mon-gdcd-so-5-ktdt3247.html,Yes
1181,1181,1181,1181,1181,1181,1181,1181,1294,1294,1294,1294,https://hoc247.net/de-thi-thu-thpt-qg-nam-2018-mon-gdcd-so-4-ktdt3240.html,Yes
1182,1182,1182,1182,1182,1182,1182,1182,1295,1295,1295,1295,https://hoc247.net/de-thi-thu-thpt-qg-nam-2018-mon-gdcd-so-3-ktdt3236.html,Yes
1183,1183,1183,1183,1183,1183,1183,1183,1296,1296,1296,1296,https://hoc247.net/de-thi-thu-thpt-qg-nam-2018-mon-gdcd-so-2-ktdt3228.html,Yes
1184,1184,1184,1184,1184,1184,1184,1184,1297,1297,1297,1297,https://hoc247.net/de-thi-thu-thpt-qg-nam-2018-mon-gdcd-so-1-ktdt3225.html,Yes
1185,1185,1185,1185,1185,1185,1185,1185,1298,1298,1298,1298,https://hoc247.net/de-thi-thu-thpt-qg-nam-2018-mon-gdcd-thpt-hung-vuong-binh-phuoc-ktdt3222.html,Yes
1186,1186,1186,1186,1186,1186,1186,1186,1299,1299,1299,1299,https://hoc247.net/de-thi-thu-thpt-qg-nam-2018-mon-gdcd-thpt-yen-lac-2-vinh-phuc-ktdt3148.html,Yes
1187,1187,1187,1187,1187,1187,1187,1187,1300,1300,1300,1300,https://hoc247.net/de-thi-thu-thpt-qg-nam-2018-mon-gdcd-thpt-chuyen-lam-son-thanh-hoa-ktdt3136.html,Yes
1188,1188,1188,1188,1188,1188,1188,1188,1301,1301,1301,1301,https://hoc247.net/de-thi-thu-thpt-qg-nam-2018-mon-gdcd-thpt-han-thuyen-bac-ninh-ktdt3124.html,Yes
1189,1189,1189,1189,1189,1189,1189,1189,1302,1302,1302,1302,https://hoc247.net/de-thi-thu-thpt-qg-nam-2018-mon-gdcd-so-gd-dt-thai-binh-ktdt3107.html,Yes
1190,1190,1190,1190,1190,1190,1190,1190,1303,1303,1303,1303,https://hoc247.net/de-thi-minh-hoa-thpt-qg-nam-2018-mon-gdcd-bo-gd-dt-ktdt3088.html,Yes
1191,1191,1191,1191,1191,1191,1191,1191,1304,1304,1304,1304,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2021-mon-toan-truong-thpt-tran-dai-nghia-ktdt11506.html,Yes
1192,1192,1192,1192,1192,1192,1192,1192,1305,1305,1305,1305,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2021-mon-toan-truong-thpt-gia-dinh-ktdt11490.html,Yes
1193,1193,1193,1193,1193,1193,1193,1193,1306,1306,1306,1306,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2021-mon-toan-truong-thpt-ly-thuong-kiet-ktdt11501.html,Yes
1194,1194,1194,1194,1194,1194,1194,1194,1307,1307,1307,1307,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2021-mon-toan-truong-thpt-le-quy-don-ktdt11500.html,Yes
1195,1195,1195,1195,1195,1195,1195,1195,1308,1308,1308,1308,http://hoc247.net/thi-online-de-thi-thu-thpt-qg-nam-2021-mon-toan-truong-thpt-ton-duc-thang-ktdt11543.html,Yes
